id,m1,m2,q0star,alpha,phi0,tc,dist,incl,seed,created_at,model
1060,41.349130,28.101810,-0.180197,-0.653547,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1061,73.338141,37.659085,-0.095531,-0.982404,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1062,44.006601,29.203434,0.072870,0.069283,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1063,65.133997,44.206502,-0.254121,-0.041118,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1064,23.178537,16.458317,0.214977,0.876053,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1065,69.403775,22.417184,-0.276951,0.242304,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1066,66.284056,33.138086,0.154683,-0.831145,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1067,58.692307,49.910393,-0.118398,0.812498,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1068,38.717449,8.692446,0.012468,-0.145471,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1069,50.055531,29.231270,0.228379,-0.472862,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1070,59.171852,14.985615,-0.203072,0.577390,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1071,76.882571,75.474477,0.088763,-0.535004,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1072,28.003183,12.855246,-0.042285,0.383662,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1073,77.667258,11.791535,0.178070,-0.120699,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1074,79.252727,24.873889,-0.291063,0.953681,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1075,58.053211,48.533840,0.035928,-0.934057,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1076,32.917965,18.851915,-0.132437,0.022890,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1077,59.518944,42.179913,-0.217103,0.351258,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1078,48.567375,5.522918,0.251848,-0.699925,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1079,69.691588,67.849290,-0.056389,0.656562,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1080,37.035464,20.982614,0.112159,-0.261081,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1081,44.991695,17.564336,-0.005360,-0.611655,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1082,61.469079,20.049881,0.125651,0.462267,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1083,71.815954,45.094306,-0.166185,-0.427446,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1084,33.865996,33.069086,0.265303,0.530019,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1085,64.362479,24.670280,0.049392,0.857899,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1086,54.650954,38.178954,-0.081509,-0.192826,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1087,70.950254,53.649214,0.191571,0.165637,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1088,13.736255,8.297868,-0.240026,-0.752525,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1089,44.562311,7.867505,0.223724,0.439950,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1090,71.673455,22.822585,-0.245226,-0.603069,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1091,74.026177,55.374286,0.065285,0.505263,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1092,28.515827,24.240046,-0.103263,-0.420330,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1093,62.738787,33.142664,-0.169187,-0.217448,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1094,45.524540,42.146824,0.299946,0.864882,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1095,61.899441,54.663931,-0.029311,-0.774701,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1096,16.841135,10.377072,0.139054,0.174082,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1097,77.512965,20.240959,-0.053386,0.948544,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1098,70.140118,27.372360,0.077516,-0.094018,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1099,50.432072,49.016061,-0.193153,0.012386,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1100,41.438414,14.609216,0.238445,-0.913726,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1101,58.206108,32.469279,0.003774,-0.710356,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1102,58.794709,9.179074,-0.127237,0.371516,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1103,79.994382,68.590069,0.162177,-0.266138,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1104,33.951649,11.343005,-0.269311,0.683164,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1105,67.218904,12.132058,0.100994,-0.821080,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1106,75.904853,37.666279,-0.067407,0.222413,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1107,59.602071,59.142394,0.261850,-0.139804,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1108,28.507925,5.899325,-0.207247,0.785285,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1109,49.020031,38.287230,-0.141322,0.582892,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1110,50.633738,18.365295,0.027189,-0.499911,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1111,78.480973,67.007245,-0.283323,0.393556,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1112,24.060317,21.986808,0.185665,-0.554723,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1113,53.293414,16.009773,-0.231196,-0.313492,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1114,65.875639,14.092198,0.200255,0.728566,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1115,63.674434,44.748113,-0.089159,-0.631736,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1116,38.866570,37.210411,0.041889,0.294849,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1117,72.613496,27.360298,0.276559,0.090991,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1118,53.650214,32.271401,-0.155074,-0.990378,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1119,74.848635,45.530966,0.115594,0.901174,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1120,19.511039,6.234989,-0.015271,-0.048601,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1121,74.965795,5.082122,-0.198677,-0.531051,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1122,73.584796,29.918958,0.232189,0.426523,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1123,52.607210,43.160209,-0.038476,-0.461099,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1124,26.133079,21.881653,0.093159,0.612440,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1125,55.628610,35.909379,0.158493,0.753796,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1126,43.631294,11.757145,-0.272556,-0.164955,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1127,64.684469,61.357687,0.016864,0.191417,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1128,41.183460,14.929577,-0.114589,-0.858444,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1129,51.391861,23.030920,0.069061,-0.021509,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1130,68.233354,15.993608,-0.099927,0.934630,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1131,76.127601,51.787714,0.210582,-0.954985,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1132,39.549959,26.413832,-0.257931,0.120050,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1133,69.534578,29.697986,-0.023842,0.259941,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1134,60.683377,35.350462,0.145256,-0.657376,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1135,77.204776,56.808271,-0.184007,0.700989,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1136,13.249985,8.233305,0.284396,-0.350368,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1137,60.522931,10.225936,-0.076531,0.145998,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1138,78.695317,6.862108,0.054957,-0.811072,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1139,66.254788,57.714263,-0.234462,0.830450,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1140,36.286787,31.280077,0.196551,-0.243562,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1141,79.883638,40.175398,0.131216,-0.384430,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1142,47.861799,25.001830,-0.000382,0.533818,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1143,68.913722,48.079849,0.270283,-0.576454,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1144,19.196561,16.961583,-0.160620,0.473880,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1145,65.072852,17.920473,0.246283,0.652640,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1146,63.089753,39.812902,-0.222082,-0.303973,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1147,52.348324,46.640500,0.107181,0.339525,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1148,34.442838,12.692822,-0.061955,-0.735006,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1149,46.915750,25.467551,-0.296043,-0.875386,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1150,56.417575,20.469002,0.172506,0.042405,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1151,72.937580,71.654288,-0.138003,-0.069843,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1152,30.887573,9.020659,0.030949,0.981010,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1153,58.487571,8.665552,-0.283641,-0.228292,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1154,72.637512,8.897468,0.184726,0.815233,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1155,68.871525,56.190642,-0.144537,-0.795062,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1156,33.670050,25.185794,0.024597,0.130057,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1157,76.645558,34.669699,0.258677,0.490165,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1158,46.922329,28.239910,-0.209872,-0.592670,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1159,63.444788,49.564676,0.100637,0.548874,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1160,18.220612,15.476755,-0.068315,-0.399433,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1161,63.038711,19.446346,0.114172,-0.718782,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1162,69.181782,41.847043,-0.017317,0.323247,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1163,54.963843,48.203136,0.272102,-0.288977,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1164,40.498390,10.077302,-0.158910,0.637576,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1165,43.676456,30.938810,-0.093585,0.996219,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1166,57.391200,23.708296,0.038014,-0.085121,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1167,78.445604,73.140329,-0.232651,0.058354,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1168,29.401532,9.957804,0.198251,-0.891388,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1169,72.318158,13.517544,-0.031412,0.597223,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1170,77.453918,32.566595,0.137577,-0.445829,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1171,61.005868,45.235623,-0.172931,0.410582,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1172,30.038680,19.806240,0.295581,-0.515040,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1173,54.174682,39.227540,0.061502,-0.874660,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1174,51.446948,13.211073,-0.107597,0.207702,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1175,67.965867,64.555713,0.221666,-0.179959,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1176,37.985434,22.781707,-0.246737,0.768853,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1177,48.743154,14.630010,0.161330,0.103772,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1178,64.330006,18.642315,-0.269537,-0.938761,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1179,78.204085,43.350038,0.001128,0.919566,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1180,35.683090,24.337348,-0.130507,-0.006514,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1181,68.081725,26.414264,-0.195832,-0.365646,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1182,52.833571,36.803315,0.235217,0.716198,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1183,73.884292,60.005221,-0.054202,-0.673379,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1184,5.436656,5.036355,0.077250,0.275891,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1185,70.415856,6.480197,0.268848,0.801319,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1186,75.112117,34.469326,-0.162603,-0.155784,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1187,57.689538,53.986974,0.126811,0.237721,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1188,27.678712,7.352181,-0.004237,-0.836319,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1189,51.096518,36.873723,-0.238898,-0.539689,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1190,44.429628,16.288808,0.192736,0.378591,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1191,75.832264,65.630503,-0.077932,-0.483664,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1192,26.709026,15.746219,0.052932,0.566698,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1193,56.491438,21.627124,-0.138345,0.309822,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1194,66.702599,10.894174,0.030057,-0.646762,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1195,62.220508,50.402227,-0.299200,0.744751,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1196,40.320496,38.000895,0.169897,-0.329747,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1197,74.688907,28.739364,0.103982,-0.032629,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1198,59.888478,30.195990,-0.064530,0.885133,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1199,76.264466,42.883332,0.245982,-0.975130,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1200,22.158673,12.436774,-0.223005,0.075690,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1201,46.048354,11.038860,0.016027,-0.436310,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1202,79.635342,21.336542,-0.114875,0.521297,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1203,70.786880,58.508875,0.155793,-0.618309,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1204,32.238412,31.755123,-0.275804,0.455258,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1205,65.354309,41.724177,-0.041143,0.159117,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1206,49.246999,39.531302,0.089868,-0.759668,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1207,70.444191,52.629788,-0.199545,0.848688,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1208,20.600071,12.411215,0.231942,-0.201201,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1209,78.997791,17.104116,-0.186081,-0.928752,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1210,62.144005,25.887534,0.282870,0.027359,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1211,47.193995,45.842453,-0.027642,-0.110272,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1212,33.478781,17.847294,0.140906,0.964729,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1213,60.822843,23.922205,0.206822,0.667123,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1214,55.038097,6.562339,-0.262313,-0.250166,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1215,71.410545,66.554711,0.066945,0.356215,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1216,35.987007,7.622870,-0.101420,-0.695109,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1217,76.226973,8.071543,0.042995,0.007680,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1218,70.669033,26.314174,-0.088017,-0.918779,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1219,54.296456,51.745652,0.203818,0.937731,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1220,24.370748,15.640103,-0.227669,-0.104697,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1221,56.857665,34.220423,-0.011749,-0.277305,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1222,45.393909,8.184197,0.119153,0.672840,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1223,69.910918,61.695332,-0.153928,-0.714921,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1224,34.973836,17.845628,0.277669,0.366322,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1225,43.552628,21.323416,-0.215439,0.513734,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1226,70.013971,21.488948,0.253695,-0.411229,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1227,75.026548,48.816623,-0.073296,0.447211,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1228,42.447365,29.858491,0.095069,-0.596652,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1229,61.699985,32.668788,0.179744,-0.767795,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1230,57.785687,40.841448,-0.289207,0.180854,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1231,78.911997,55.712055,0.019029,-0.208836,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1232,11.673414,11.469080,-0.149518,0.873841,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1233,51.960482,13.178274,0.239610,-0.638269,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1234,75.815779,13.080950,-0.192024,0.287717,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1235,65.016677,59.439948,0.081056,-0.322721,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1236,39.868791,29.481019,-0.049808,0.720210,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1237,71.307413,38.449425,-0.265729,0.892330,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1238,49.660572,31.234162,0.165722,-0.057342,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1239,65.961100,46.827728,-0.126113,0.084347,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1240,22.075810,20.557311,0.004935,-0.997399,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1241,66.159993,16.176452,-0.111404,-0.129255,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1242,64.907172,36.381868,0.057108,0.796213,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1243,60.173717,43.706426,-0.251129,-0.816142,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1244,37.304085,7.211036,0.217858,0.227247,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1245,48.025877,28.401913,0.133183,0.398879,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1246,53.556611,17.015269,-0.035218,-0.550274,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1247,79.502721,74.681884,0.291773,0.593331,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1248,25.383033,7.203528,-0.177324,-0.488873,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1249,50.341546,6.159987,-0.060721,-0.963458,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1250,73.454058,14.699456,0.108378,0.110954,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1251,77.168593,52.403208,-0.218610,-0.028767,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1252,27.717018,27.137466,0.249792,0.928208,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1253,68.531819,36.113454,0.034453,0.694078,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1254,42.626836,34.010185,-0.134536,-0.357137,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1255,63.606675,57.820340,0.173707,0.251334,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1256,15.060243,9.564555,-0.294805,-0.666338,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1257,73.642613,23.230394,0.188341,-0.456398,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
1258,67.224368,28.899105,-0.242708,0.617496,0.000000,0.000000,1000.000000,0.000000,12345,2025-08-23T01:59:12.406392+00:00,default
