chapter	kind	path	ext	basename	prefix	in_payload	cleanup_class	delete_reason
5	scripts	scripts/chapter05/plot_fig02_dh_model_vs_obs.py.bak_20251031T204856Z	.bak_20251031T204856Z	plot_fig02_dh_model_vs_obs.py.bak_20251031T204856Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig02_dh_model_vs_obs.py.rescue.20251105T160822Z.bak	.bak	plot_fig02_dh_model_vs_obs.py.rescue.20251105T160822Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig02_dh_model_vs_obs.py.rescue2.20251105T161809Z.bak	.bak	plot_fig02_dh_model_vs_obs.py.rescue2.20251105T161809Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig02_dh_model_vs_obs.py.rescue3.20251105T162439Z.bak	.bak	plot_fig02_dh_model_vs_obs.py.rescue3.20251105T162439Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig02_dh_model_vs_obs.py.rescue3b.20251105T162818Z.bak	.bak	plot_fig02_dh_model_vs_obs.py.rescue3b.20251105T162818Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig03_yp_model_vs_obs.py.bak.20251104T202456Z	.20251104T202456Z	plot_fig03_yp_model_vs_obs.py.bak.20251104T202456Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig03_yp_model_vs_obs.py.bak.20251104T203914Z	.20251104T203914Z	plot_fig03_yp_model_vs_obs.py.bak.20251104T203914Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig03_yp_model_vs_obs.py.bak.20251104T204319Z	.20251104T204319Z	plot_fig03_yp_model_vs_obs.py.bak.20251104T204319Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig03_yp_model_vs_obs.py.bak_20251031T173337Z	.bak_20251031T173337Z	plot_fig03_yp_model_vs_obs.py.bak_20251031T173337Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig03_yp_model_vs_obs.py.bak_20251031T204500Z	.bak_20251031T204500Z	plot_fig03_yp_model_vs_obs.py.bak_20251031T204500Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig03_yp_model_vs_obs.py.bak_20251031T204856Z	.bak_20251031T204856Z	plot_fig03_yp_model_vs_obs.py.bak_20251031T204856Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig04_chi2_vs_T.py.bak.20251104T200532Z	.20251104T200532Z	plot_fig04_chi2_vs_T.py.bak.20251104T200532Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig04_chi2_vs_T.py.bak.20251104T202139Z	.20251104T202139Z	plot_fig04_chi2_vs_T.py.bak.20251104T202139Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig04_chi2_vs_T.py.bak.20251104T202456Z	.20251104T202456Z	plot_fig04_chi2_vs_T.py.bak.20251104T202456Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig04_chi2_vs_T.py.bak.20251104T203914Z	.20251104T203914Z	plot_fig04_chi2_vs_T.py.bak.20251104T203914Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig04_chi2_vs_T.py.bak.20251104T204319Z	.20251104T204319Z	plot_fig04_chi2_vs_T.py.bak.20251104T204319Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig04_chi2_vs_T.py.bak_20251031T173338Z	.bak_20251031T173338Z	plot_fig04_chi2_vs_T.py.bak_20251031T173338Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig04_chi2_vs_T.py.bak_20251031T204500Z	.bak_20251031T204500Z	plot_fig04_chi2_vs_T.py.bak_20251031T204500Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig04_chi2_vs_T.py.bak_20251031T204856Z	.bak_20251031T204856Z	plot_fig04_chi2_vs_T.py.bak_20251031T204856Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig04_chi2_vs_T.py.rescue.20251105T160822Z.bak	.bak	plot_fig04_chi2_vs_T.py.rescue.20251105T160822Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig04_chi2_vs_T.py.rescue2.20251105T161809Z.bak	.bak	plot_fig04_chi2_vs_T.py.rescue2.20251105T161809Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig04_chi2_vs_T.py.rescue3.20251105T162439Z.bak	.bak	plot_fig04_chi2_vs_T.py.rescue3.20251105T162439Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/plot_fig04_chi2_vs_T.py.rescue3b.20251105T162818Z.bak	.bak	plot_fig04_chi2_vs_T.py.rescue3b.20251105T162818Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
5	scripts	scripts/chapter05/__pycache__/generate_data_chapter05.cpython-312.pyc	.pyc	generate_data_chapter05.cpython-312.pyc	scripts	False	BYTECODE	Fichier .pyc compilé (re-générable).
5	scripts	scripts/chapter05/__pycache__/plot_fig01_bbn_reaction_network.cpython-312.pyc	.pyc	plot_fig01_bbn_reaction_network.cpython-312.pyc	scripts	False	BYTECODE	Fichier .pyc compilé (re-générable).
5	scripts	scripts/chapter05/__pycache__/plot_fig02_dh_model_vs_obs.cpython-312.pyc	.pyc	plot_fig02_dh_model_vs_obs.cpython-312.pyc	scripts	False	BYTECODE	Fichier .pyc compilé (re-générable).
5	scripts	scripts/chapter05/__pycache__/plot_fig03_yp_model_vs_obs.cpython-312.pyc	.pyc	plot_fig03_yp_model_vs_obs.cpython-312.pyc	scripts	False	BYTECODE	Fichier .pyc compilé (re-générable).
5	scripts	scripts/chapter05/__pycache__/plot_fig04_chi2_vs_T.cpython-312.pyc	.pyc	plot_fig04_chi2_vs_T.cpython-312.pyc	scripts	False	BYTECODE	Fichier .pyc compilé (re-générable).
5	scripts	scripts/chapter05/requirements.txt	.txt	requirements.txt	scripts	False	ENV_REQUIREMENTS_DUP	requirements.txt local dupliqué (environnement spécifique).
6	scripts	scripts/chapter06/generate_data_chapter06.py.bak.20251104T200532Z	.20251104T200532Z	generate_data_chapter06.py.bak.20251104T200532Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_data_chapter06.py.bak.20251104T202139Z	.20251104T202139Z	generate_data_chapter06.py.bak.20251104T202139Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_data_chapter06.py.bak.20251104T202456Z	.20251104T202456Z	generate_data_chapter06.py.bak.20251104T202456Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_data_chapter06.py.bak.20251104T203914Z	.20251104T203914Z	generate_data_chapter06.py.bak.20251104T203914Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_data_chapter06.py.bak.20251104T205140Z	.20251104T205140Z	generate_data_chapter06.py.bak.20251104T205140Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_data_chapter06.py.bak.20251104T205352Z	.20251104T205352Z	generate_data_chapter06.py.bak.20251104T205352Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_data_chapter06.py.bak.20251104T205837Z	.20251104T205837Z	generate_data_chapter06.py.bak.20251104T205837Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_data_chapter06.py.bak.20251104T210206Z	.20251104T210206Z	generate_data_chapter06.py.bak.20251104T210206Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_data_chapter06.py.bak_20251031T173338Z	.bak_20251031T173338Z	generate_data_chapter06.py.bak_20251031T173338Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_data_chapter06.py.bak_20251031T204500Z	.bak_20251031T204500Z	generate_data_chapter06.py.bak_20251031T204500Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_data_chapter06.py.bak_20251031T204856Z	.bak_20251031T204856Z	generate_data_chapter06.py.bak_20251031T204856Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_data_chapter06.py.r10.20251104T210441Z.bak	.bak	generate_data_chapter06.py.r10.20251104T210441Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_data_chapter06.py.r11.20251104T211127Z.bak	.bak	generate_data_chapter06.py.r11.20251104T211127Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_data_chapter06.py.r12.20251104T211548Z.bak	.bak	generate_data_chapter06.py.r12.20251104T211548Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_data_chapter06.py.r12b.20251104T211740Z.bak	.bak	generate_data_chapter06.py.r12b.20251104T211740Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_data_chapter06.py.rescue.20251105T160822Z.bak	.bak	generate_data_chapter06.py.rescue.20251105T160822Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_data_chapter06.py.rescue2.20251105T161809Z.bak	.bak	generate_data_chapter06.py.rescue2.20251105T161809Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_data_chapter06.py.rescue3.20251105T162439Z.bak	.bak	generate_data_chapter06.py.rescue3.20251105T162439Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_data_chapter06.py.rescue3b.20251105T162818Z.bak	.bak	generate_data_chapter06.py.rescue3b.20251105T162818Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_pdot_plateau_vs_z.py.bak.20251104T200532Z	.20251104T200532Z	generate_pdot_plateau_vs_z.py.bak.20251104T200532Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_pdot_plateau_vs_z.py.bak.20251104T202139Z	.20251104T202139Z	generate_pdot_plateau_vs_z.py.bak.20251104T202139Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_pdot_plateau_vs_z.py.bak.20251104T202456Z	.20251104T202456Z	generate_pdot_plateau_vs_z.py.bak.20251104T202456Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_pdot_plateau_vs_z.py.bak.20251104T203914Z	.20251104T203914Z	generate_pdot_plateau_vs_z.py.bak.20251104T203914Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_pdot_plateau_vs_z.py.bak.20251104T205140Z	.20251104T205140Z	generate_pdot_plateau_vs_z.py.bak.20251104T205140Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_pdot_plateau_vs_z.py.bak.20251104T205352Z	.20251104T205352Z	generate_pdot_plateau_vs_z.py.bak.20251104T205352Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_pdot_plateau_vs_z.py.bak.20251104T205837Z	.20251104T205837Z	generate_pdot_plateau_vs_z.py.bak.20251104T205837Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_pdot_plateau_vs_z.py.bak_20251031T173338Z	.bak_20251031T173338Z	generate_pdot_plateau_vs_z.py.bak_20251031T173338Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_pdot_plateau_vs_z.py.bak_20251031T204500Z	.bak_20251031T204500Z	generate_pdot_plateau_vs_z.py.bak_20251031T204500Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_pdot_plateau_vs_z.py.bak_20251031T204856Z	.bak_20251031T204856Z	generate_pdot_plateau_vs_z.py.bak_20251031T204856Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_pdot_plateau_vs_z.py.r10.20251104T210441Z.bak	.bak	generate_pdot_plateau_vs_z.py.r10.20251104T210441Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_pdot_plateau_vs_z.py.r11.20251104T211127Z.bak	.bak	generate_pdot_plateau_vs_z.py.r11.20251104T211127Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_pdot_plateau_vs_z.py.r12.20251104T211548Z.bak	.bak	generate_pdot_plateau_vs_z.py.r12.20251104T211548Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_pdot_plateau_vs_z.py.rescue.20251105T160822Z.bak	.bak	generate_pdot_plateau_vs_z.py.rescue.20251105T160822Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_pdot_plateau_vs_z.py.rescue2.20251105T161809Z.bak	.bak	generate_pdot_plateau_vs_z.py.rescue2.20251105T161809Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_pdot_plateau_vs_z.py.rescue3.20251105T162439Z.bak	.bak	generate_pdot_plateau_vs_z.py.rescue3.20251105T162439Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/generate_pdot_plateau_vs_z.py.rescue3b.20251105T162818Z.bak	.bak	generate_pdot_plateau_vs_z.py.rescue3b.20251105T162818Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig01_cmb_dataflow_diagram.py.bak.20251104T200532Z	.20251104T200532Z	plot_fig01_cmb_dataflow_diagram.py.bak.20251104T200532Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig01_cmb_dataflow_diagram.py.bak.20251104T202139Z	.20251104T202139Z	plot_fig01_cmb_dataflow_diagram.py.bak.20251104T202139Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig01_cmb_dataflow_diagram.py.bak.20251104T202456Z	.20251104T202456Z	plot_fig01_cmb_dataflow_diagram.py.bak.20251104T202456Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig01_cmb_dataflow_diagram.py.bak.20251104T203914Z	.20251104T203914Z	plot_fig01_cmb_dataflow_diagram.py.bak.20251104T203914Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig01_cmb_dataflow_diagram.py.bak_20251031T173339Z	.bak_20251031T173339Z	plot_fig01_cmb_dataflow_diagram.py.bak_20251031T173339Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig01_cmb_dataflow_diagram.py.bak_20251031T204500Z	.bak_20251031T204500Z	plot_fig01_cmb_dataflow_diagram.py.bak_20251031T204500Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig01_cmb_dataflow_diagram.py.bak_20251031T204856Z	.bak_20251031T204856Z	plot_fig01_cmb_dataflow_diagram.py.bak_20251031T204856Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig01_cmb_dataflow_diagram.py.rescue.20251105T160822Z.bak	.bak	plot_fig01_cmb_dataflow_diagram.py.rescue.20251105T160822Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig01_cmb_dataflow_diagram.py.rescue2.20251105T161809Z.bak	.bak	plot_fig01_cmb_dataflow_diagram.py.rescue2.20251105T161809Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig01_cmb_dataflow_diagram.py.rescue3.20251105T162439Z.bak	.bak	plot_fig01_cmb_dataflow_diagram.py.rescue3.20251105T162439Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig01_cmb_dataflow_diagram.py.rescue3b.20251105T162818Z.bak	.bak	plot_fig01_cmb_dataflow_diagram.py.rescue3b.20251105T162818Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig02_cls_lcdm_vs_mcgt.py.bak.20251104T200532Z	.20251104T200532Z	plot_fig02_cls_lcdm_vs_mcgt.py.bak.20251104T200532Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig02_cls_lcdm_vs_mcgt.py.bak.20251104T202139Z	.20251104T202139Z	plot_fig02_cls_lcdm_vs_mcgt.py.bak.20251104T202139Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig02_cls_lcdm_vs_mcgt.py.bak.20251104T202456Z	.20251104T202456Z	plot_fig02_cls_lcdm_vs_mcgt.py.bak.20251104T202456Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig02_cls_lcdm_vs_mcgt.py.bak.20251104T203914Z	.20251104T203914Z	plot_fig02_cls_lcdm_vs_mcgt.py.bak.20251104T203914Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig02_cls_lcdm_vs_mcgt.py.bak.20251104T204319Z	.20251104T204319Z	plot_fig02_cls_lcdm_vs_mcgt.py.bak.20251104T204319Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig02_cls_lcdm_vs_mcgt.py.bak_20251031T173339Z	.bak_20251031T173339Z	plot_fig02_cls_lcdm_vs_mcgt.py.bak_20251031T173339Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig02_cls_lcdm_vs_mcgt.py.bak_20251031T204500Z	.bak_20251031T204500Z	plot_fig02_cls_lcdm_vs_mcgt.py.bak_20251031T204500Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig02_cls_lcdm_vs_mcgt.py.bak_20251031T204856Z	.bak_20251031T204856Z	plot_fig02_cls_lcdm_vs_mcgt.py.bak_20251031T204856Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig02_cls_lcdm_vs_mcgt.py.rescue.20251105T160822Z.bak	.bak	plot_fig02_cls_lcdm_vs_mcgt.py.rescue.20251105T160822Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig02_cls_lcdm_vs_mcgt.py.rescue2.20251105T161809Z.bak	.bak	plot_fig02_cls_lcdm_vs_mcgt.py.rescue2.20251105T161809Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig02_cls_lcdm_vs_mcgt.py.rescue3.20251105T162439Z.bak	.bak	plot_fig02_cls_lcdm_vs_mcgt.py.rescue3.20251105T162439Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig02_cls_lcdm_vs_mcgt.py.rescue3b.20251105T162818Z.bak	.bak	plot_fig02_cls_lcdm_vs_mcgt.py.rescue3b.20251105T162818Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig03_delta_cls_relative.py.bak.20251104T200532Z	.20251104T200532Z	plot_fig03_delta_cls_relative.py.bak.20251104T200532Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig03_delta_cls_relative.py.bak.20251104T202139Z	.20251104T202139Z	plot_fig03_delta_cls_relative.py.bak.20251104T202139Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig03_delta_cls_relative.py.bak.20251104T202456Z	.20251104T202456Z	plot_fig03_delta_cls_relative.py.bak.20251104T202456Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig03_delta_cls_relative.py.bak.20251104T203914Z	.20251104T203914Z	plot_fig03_delta_cls_relative.py.bak.20251104T203914Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig03_delta_cls_relative.py.bak_20251031T173339Z	.bak_20251031T173339Z	plot_fig03_delta_cls_relative.py.bak_20251031T173339Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig03_delta_cls_relative.py.bak_20251031T204500Z	.bak_20251031T204500Z	plot_fig03_delta_cls_relative.py.bak_20251031T204500Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig03_delta_cls_relative.py.bak_20251031T204856Z	.bak_20251031T204856Z	plot_fig03_delta_cls_relative.py.bak_20251031T204856Z	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
6	scripts	scripts/chapter06/plot_fig03_delta_cls_relative.py.rescue.20251105T160822Z.bak	.bak	plot_fig03_delta_cls_relative.py.rescue.20251105T160822Z.bak	scripts	False	BACKUP_OR_RESCUE	Copie de secours / variante (suffixe .bak/.pass/.broken/.rescue/.tmp...).
